session_id,user_id,use_case,channel,country_code,region,account_tier,segment,total_requests,failed_requests,failure_rate,avg_latency_ms,median_latency_ms,avg_response_quality_score,avg_tokens_per_request,requests_with_tools,share_requests_with_tools,n_retry_requests,escalations_to_human,csat_mean,csat_response_rate,risk_session_flag,total_cost_usd,total_tokens,avg_cost_per_request,cost_per_1k_tokens,avg_tokens_per_second,start_timestamp_utc,end_timestamp_utc,session_duration_seconds,session_duration_minutes,requests_per_minute,total_latency_ms,zero_duration_session_flag,total_latency_seconds,effective_session_duration_seconds,requests_per_minute_effective
S00408,U00199,brainstorming,mobile_app,DE,EMEA,enterprise,team,4,0,0.0,1031.0,931.5,0.837,1291.2,0,0.0,0,0,0.0,0.25,False,0.6198,5165,0.15495,0.12,1777.2660678981515,2025-03-04T11:00:49Z,2025-03-04T11:17:00Z,971.0,16.183333333333334,0.2471678681771369,4124,False,4.124,971.0,0.2471678681771369
S00409,U00264,customer_support,api,FR,EMEA,enterprise,team,5,0,0.0,1685.8,2179.0,0.931,964.2,1,0.2,0,0,1.0,0.4,False,1.14672,4821,0.229344,0.237859365276912,766.7193907834978,2025-02-02T08:07:27Z,2025-02-02T08:28:55Z,1288.0,21.466666666666665,0.2329192546583851,8429,False,8.429,1288.0,0.2329192546583851
S00410,U00449,internal_qa,web_app,BR,AMER,free,enterprise_team,3,1,0.3333,1699.0,2111.0,0.678,1107.0,1,0.3333333333333333,1,0,-1.0,0.3333333333333333,False,0.44688,3321,0.1489599999999999,0.13456187895212,942.1093176459048,2025-04-26T19:19:59Z,2025-04-26T19:25:44Z,345.0,5.75,0.5217391304347826,5097,False,5.097,345.0,0.5217391304347826
S00411,U00399,data_analysis,mobile_app,DE,EMEA,pro,team,5,2,0.4,1245.0,1039.0,0.723,1113.4,1,0.2,0,3,-1.0,0.4,False,1.48,5567,0.295999999999996,0.265852344171004,1193.799963983015,2025-03-06T13:33:22Z,2025-03-06T13:46:08Z,766.0,12.766666666666667,0.3916449086161879,6225,False,6.225,766.0,0.3916449086161879
S00412,U00386,internal_qa,web_app,IN,APAC,free,individual,7,4,0.5714,1592.14,1730.0,0.626,688.1,1,0.1428571428571428,2,2,-0.5,0.5714285714285714,True,0.88864,4817,0.126948571428568,0.184479966784304,405.9046008392039,2025-03-22T08:58:56Z,2025-03-22T09:36:43Z,2267.0,37.78333333333333,0.1852668725187472,11145,False,11.145,2267.0,0.1852668725187472
S00413,U00168,internal_qa,web_app,US,AMER,free,team,7,3,0.4286,1372.0,892.0,0.629,962.4,1,0.1428571428571428,1,1,0.5,0.8571428571428571,False,1.60992,6737,0.229988571428568,0.238966899213296,968.2964414400672,2025-03-14T07:04:57Z,2025-03-14T08:17:18Z,4341.0,72.35,0.0967519004837595,9604,False,9.604,4341.0,0.0967519004837595
S00414,U00143,content_writing,api,EG,EMEA,free,team,6,1,0.1667,1039.83,954.5,0.746,1233.7,0,0.0,0,0,0.75,0.6666666666666666,False,1.3569600000000002,7402,0.22616,0.183323426101052,1247.1227486778778,2025-02-27T14:30:21Z,2025-02-27T16:08:27Z,5886.0,98.1,0.0611620795107033,6239,False,6.239,5886.0,0.0611620795107033
S00415,U00425,coding_assistant,slack,US,AMER,free,individual,5,3,0.6,1524.8,1546.0,0.746,663.4,2,0.4,1,1,-0.6666666666666666,0.6,True,0.57448,3317,0.114895999999996,0.1731926439553799,490.13144936200695,2025-02-13T17:12:37Z,2025-02-13T17:43:07Z,1830.0,30.5,0.1639344262295081,7624,False,7.624,1830.0,0.1639344262295081
S00416,U00010,customer_support,web_app,US,AMER,pro,team,6,2,0.3333,1043.5,956.5,0.777,973.5,2,0.3333333333333333,2,0,0.5,0.3333333333333333,False,0.68116,5841,0.113526666666664,0.116617017633964,1000.7022167997052,2025-02-21T12:30:45Z,2025-02-21T13:20:55Z,3010.0,50.16666666666666,0.1196013289036544,6261,False,6.261,3010.0,0.1196013289036544
S00417,U00133,brainstorming,web_app,FR,EMEA,pro,team,4,2,0.5,1152.75,984.5,0.594,1310.8,0,0.0,1,1,-0.6666666666666666,0.75,True,0.6597600000000001,5243,0.16494,0.12583635323288,1278.9676351479495,2025-03-28T02:18:07Z,2025-03-28T02:25:49Z,462.0,7.7,0.5194805194805194,4611,False,4.611,462.0,0.5194805194805194
S00418,U00070,brainstorming,web_app,US,AMER,free,enterprise_team,5,1,0.2,1299.2,1282.0,0.669,525.0,0,0.0,0,0,2.0,0.2,False,0.4919599999999999,2625,0.098392,0.187413333333332,460.3440252572606,2025-02-02T15:01:45Z,2025-02-02T15:37:27Z,2142.0,35.7,0.1400560224089636,6496,False,6.496,2142.0,0.1400560224089636
S00419,U00329,content_writing,web_app,EG,EMEA,pro,enterprise_team,5,3,0.6,1458.4,849.0,0.613,1474.0,1,0.2,2,3,-0.5,0.4,True,0.94872,7370,0.189744,0.128727272727272,1524.8899514925092,2025-03-12T16:53:25Z,2025-03-12T17:02:07Z,522.0,8.7,0.574712643678161,7292,False,7.292,522.0,0.574712643678161
S00420,U00358,internal_qa,web_app,FR,EMEA,pro,individual,4,2,0.5,1191.0,1182.0,0.698,1392.2,0,0.0,1,1,,0.0,False,1.6246,5569,0.40615,0.291722032680912,1279.2096883215077,2025-02-18T16:23:45Z,2025-02-18T16:29:10Z,325.0,5.416666666666667,0.7384615384615384,4764,False,4.764,325.0,0.7384615384615384
S00421,U00411,data_analysis,slack,IN,APAC,pro,team,6,1,0.1667,1000.67,951.5,0.778,1585.2,4,0.6666666666666666,1,0,1.0,0.6666666666666666,False,1.3238,9511,0.220633333333332,0.1391862054463239,1801.873596559784,2025-04-22T03:19:02Z,2025-04-22T06:33:00Z,11638.0,193.96666666666667,0.0309331500257776,6004,False,6.004,11638.0,0.0309331500257776
S00422,U00407,customer_support,internal_tool,US,AMER,free,team,8,2,0.25,1343.5,1044.5,0.725,939.8,1,0.125,0,2,0.6,0.625,False,1.19264,7518,0.14908,0.158637935621172,833.0622578096438,2025-04-05T04:02:58Z,2025-04-05T05:06:18Z,3800.0,63.333333333333336,0.1263157894736842,10748,False,10.748,3800.0,0.1263157894736842
S00423,U00291,brainstorming,api,IN,APAC,pro,individual,3,0,0.0,1178.0,1269.0,0.768,1360.0,0,0.0,1,0,0.0,0.3333333333333333,False,0.67556,4080,0.2251866666666639,0.165578431372548,1181.3090353037112,2025-02-28T00:18:55Z,2025-02-28T00:23:56Z,301.0,5.016666666666667,0.5980066445182725,3534,False,3.534,301.0,0.5980066445182725
S00424,U00161,content_writing,web_app,FR,EMEA,free,individual,6,1,0.1667,1785.17,1247.5,0.744,1035.0,0,0.0,0,1,1.0,0.5,False,1.37104,6210,0.228506666666664,0.220779388083732,676.0724635989142,2025-02-23T10:22:42Z,2025-02-23T12:28:08Z,7526.0,125.43333333333334,0.0478341748604836,10711,False,10.711,7526.0,0.0478341748604836
S00425,U00362,coding_assistant,internal_tool,FR,EMEA,free,individual,4,2,0.5,966.5,989.0,0.669,1011.5,1,0.25,0,0,-2.0,0.5,False,1.14168,4046,0.28542,0.2821749876421119,1023.3685481750274,2025-04-24T15:56:51Z,2025-04-24T16:05:07Z,496.0,8.266666666666667,0.4838709677419354,3866,False,3.866,496.0,0.4838709677419354
S00426,U00326,customer_support,mobile_app,FR,EMEA,free,enterprise_team,4,2,0.5,1508.25,1441.0,0.669,387.8,3,0.75,2,0,1.0,0.5,False,0.24524,1551,0.06131,0.158117343649256,260.99696770126855,2025-02-24T03:27:50Z,2025-02-24T03:53:32Z,1542.0,25.7,0.1556420233463035,6033,False,6.033,1542.0,0.1556420233463035
S00427,U00347,internal_qa,web_app,US,AMER,free,team,3,1,0.3333,1603.0,1274.0,0.666,1139.0,0,0.0,1,1,1.0,0.3333333333333333,False,0.5842,3417,0.194733333333332,0.170968685981852,887.0985235736592,2025-03-15T15:24:03Z,2025-03-15T15:27:58Z,235.0,3.9166666666666665,0.7659574468085106,4809,False,4.809,235.0,0.7659574468085106
S00428,U00039,coding_assistant,api,CA,AMER,enterprise,individual,4,3,0.75,938.25,843.5,0.533,1436.2,4,1.0,2,0,2.0,0.25,True,0.45224,5745,0.11306,0.078718885987812,1623.1760918350178,2025-04-06T22:08:40Z,2025-04-06T22:28:04Z,1164.0,19.4,0.2061855670103093,3753,False,3.753,1164.0,0.2061855670103093
S00429,U00026,coding_assistant,internal_tool,FR,EMEA,enterprise,individual,8,2,0.25,1282.5,1262.5,0.747,1212.4,1,0.125,1,2,1.5,0.5,False,1.74984,9699,0.21873,0.1804144757191439,1258.0139334357727,2025-04-10T06:04:13Z,2025-04-10T09:15:18Z,11465.0,191.0833333333333,0.0418665503706934,10260,False,10.26,11465.0,0.0418665503706934
S00430,U00035,content_writing,slack,EG,EMEA,free,individual,4,1,0.25,574.5,580.5,0.651,1064.5,1,0.25,1,1,1.5,1.0,False,0.87824,4258,0.21956,0.2062564584311879,1863.3626531699776,2025-04-06T07:28:37Z,2025-04-06T07:32:40Z,243.0,4.05,0.9876543209876544,2298,False,2.298,243.0,0.9876543209876544
S00431,U00404,data_analysis,web_app,IN,APAC,free,team,5,3,0.6,920.0,887.0,0.663,702.0,2,0.4,1,2,-0.25,0.8,True,0.4164799999999999,3510,0.083296,0.118655270655268,861.9155413263937,2025-02-15T06:39:13Z,2025-02-15T06:44:36Z,323.0,5.383333333333334,0.9287925696594428,4600,False,4.6,323.0,0.9287925696594428
S00432,U00231,content_writing,mobile_app,EG,EMEA,free,team,8,0,0.0,1218.75,1065.5,0.737,882.2,0,0.0,0,0,0.6666666666666666,0.75,False,1.32664,7058,0.16583,0.187962595636156,863.073996557677,2025-02-12T08:27:23Z,2025-02-12T10:01:58Z,5675.0,94.58333333333331,0.0845814977973568,9750,False,9.75,5675.0,0.0845814977973568
S00433,U00230,customer_support,web_app,GB,EMEA,free,team,7,1,0.1429,1229.71,1233.0,0.705,923.3,2,0.2857142857142857,0,1,1.0,0.5714285714285714,False,1.7224400000000002,6463,0.246062857142856,0.2665078137088,921.4978260965356,2025-03-03T13:44:34Z,2025-03-03T14:24:52Z,2418.0,40.3,0.173697270471464,8608,False,8.608,2418.0,0.173697270471464
S00434,U00375,data_analysis,slack,BR,AMER,pro,team,4,1,0.25,1313.0,921.0,0.794,1270.5,2,0.5,0,0,0.6666666666666666,0.75,False,0.811399999999996,5082,0.2028499999999959,0.15966155057064,1172.980283440013,2025-04-09T07:56:58Z,2025-04-09T08:25:32Z,1714.0,28.566666666666663,0.1400233372228704,5252,False,5.252,1714.0,0.1400233372228704
S00435,U00365,coding_assistant,slack,BR,AMER,free,individual,5,2,0.4,958.0,920.0,0.706,722.2,2,0.4,1,1,1.0,0.6,False,0.90532,3611,0.181064,0.250711714206588,866.6436130586395,2025-02-12T22:37:11Z,2025-02-12T22:57:17Z,1206.0,20.1,0.2487562189054726,4790,False,4.79,1206.0,0.2487562189054726
S00436,U00178,customer_support,web_app,EG,EMEA,pro,individual,5,1,0.2,857.4,787.0,0.74,1826.0,5,1.0,1,3,2.0,0.2,False,1.94368,9130,0.388736,0.212889375684556,2241.8444721654805,2025-02-07T16:17:43Z,2025-02-07T16:28:29Z,646.0,10.766666666666667,0.4643962848297213,4287,False,4.287,646.0,0.4643962848297213
S00437,U00323,coding_assistant,web_app,US,AMER,enterprise,team,5,2,0.4,855.0,757.0,0.751,1146.2,4,0.8,1,1,0.0,0.6,True,0.87832,5731,0.175664,0.153257721165588,1467.1695061921846,2025-04-24T15:21:44Z,2025-04-24T15:46:03Z,1459.0,24.316666666666663,0.205620287868403,4275,False,4.275,1459.0,0.205620287868403
S00438,U00322,customer_support,web_app,AU,APAC,free,individual,2,1,0.5,1290.5,1290.5,0.516,1392.0,0,0.0,0,1,-1.0,0.5,True,0.89088,2784,0.44544,0.32,1150.6076300777522,2025-03-21T03:14:17Z,2025-03-21T03:24:30Z,613.0,10.216666666666669,0.1957585644371941,2581,False,2.581,613.0,0.1957585644371941
S00439,U00081,coding_assistant,web_app,FR,EMEA,pro,team,5,2,0.4,1120.4,1209.0,0.789,1398.4,3,0.6,1,1,0.5,0.4,False,1.94344,6992,0.388687999999996,0.277951945080088,1300.7662843532255,2025-02-13T16:36:46Z,2025-02-13T16:39:54Z,188.0,3.1333333333333333,1.5957446808510638,5602,False,5.602,188.0,1.5957446808510638
S00440,U00403,coding_assistant,api,DE,EMEA,free,individual,4,2,0.5,1040.75,976.0,0.713,1096.8,4,1.0,3,2,0.0,0.5,True,1.269839999999996,4387,0.317459999999996,0.289455208570776,1080.7364548261476,2025-02-20T09:54:54Z,2025-02-20T09:58:22Z,208.0,3.466666666666667,1.1538461538461535,4163,False,4.163,208.0,1.1538461538461535
S00441,U00388,coding_assistant,web_app,GB,EMEA,pro,individual,5,1,0.2,995.4,1000.0,0.749,1547.2,1,0.2,0,1,0.0,0.2,False,0.9152,7736,0.18304,0.1183040330920359,1608.4192462815151,2025-02-19T04:29:01Z,2025-02-19T04:38:45Z,584.0,9.733333333333333,0.5136986301369864,4977,False,4.977,584.0,0.5136986301369864
S00442,U00058,data_analysis,web_app,IN,APAC,free,team,6,2,0.3333,1109.0,1177.0,0.743,972.8,1,0.1666666666666666,0,2,0.0,0.3333333333333333,False,0.32808,5837,0.05468,0.056206955627888,958.8369845506128,2025-04-11T02:04:37Z,2025-04-11T04:00:40Z,6963.0,116.05,0.0517018526497199,6654,False,6.654,6963.0,0.0517018526497199
S00443,U00159,coding_assistant,web_app,FR,EMEA,enterprise,team,10,5,0.5,1278.5,1248.0,0.716,1216.7,4,0.4,5,1,0.2,0.5,True,1.361359999999996,12167,0.1361359999999959,0.111889537272948,1078.789482650703,2025-02-28T09:34:47Z,2025-02-28T10:03:27Z,1720.0,28.666666666666668,0.3488372093023256,12785,False,12.785,1720.0,0.3488372093023256
S00444,U00344,coding_assistant,web_app,US,AMER,free,individual,8,3,0.375,1684.62,1205.5,0.724,1096.2,3,0.375,1,1,-0.25,0.5,False,1.261439999999996,8770,0.157679999999996,0.143835803876852,945.6840212861696,2025-04-10T23:13:37Z,2025-04-11T02:22:51Z,11354.0,189.2333333333333,0.0422758499207327,13477,False,13.477,11354.0,0.0422758499207327
S00445,U00031,internal_qa,web_app,US,AMER,pro,team,8,1,0.125,1205.75,932.5,0.734,1047.0,0,0.0,1,0,2.0,0.25,False,1.29364,8376,0.161705,0.154446036294172,988.1844670838316,2025-02-23T13:54:43Z,2025-02-23T17:13:37Z,11934.0,198.9,0.0402212166918049,9646,False,9.646,11934.0,0.0402212166918049
S00446,U00358,internal_qa,internal_tool,FR,EMEA,pro,individual,6,2,0.3333,1112.17,980.5,0.838,1362.5,0,0.0,1,0,-1.0,0.3333333333333333,False,1.565679999999996,8175,0.260946666666664,0.191520489296636,1445.8608516313195,2025-02-19T08:28:26Z,2025-02-19T08:55:14Z,1608.0,26.8,0.2238805970149253,6673,False,6.673,1608.0,0.2238805970149253
S00447,U00399,customer_support,api,DE,EMEA,pro,team,3,0,0.0,1488.33,1318.0,0.766,1340.3,1,0.3333333333333333,0,0,2.0,0.6666666666666666,False,0.30764,4021,0.102546666666664,0.07650833126088,1156.247846147017,2025-02-06T14:16:53Z,2025-02-06T14:34:39Z,1066.0,17.766666666666666,0.1688555347091932,4465,False,4.465,1066.0,0.1688555347091932
S00448,U00325,customer_support,web_app,BR,AMER,enterprise,individual,2,0,0.0,1548.0,1548.0,0.769,2098.0,2,1.0,0,0,2.0,0.5,False,0.12684,4196,0.06342,0.030228789323164,1353.9713767052267,2025-03-25T15:57:05Z,2025-03-25T15:58:28Z,83.0,1.3833333333333333,1.4457831325301205,3096,False,3.096,83.0,1.4457831325301205
S00449,U00245,coding_assistant,web_app,CA,AMER,free,team,8,3,0.375,1371.62,1180.0,0.772,838.5,6,0.75,2,1,0.3333333333333333,0.375,False,0.46892,6708,0.058615,0.069904591532496,682.8369330651533,2025-04-24T15:21:48Z,2025-04-24T15:55:40Z,2032.0,33.86666666666667,0.2362204724409448,10973,False,10.973,2032.0,0.2362204724409448
S00450,U00020,coding_assistant,web_app,EG,EMEA,free,individual,7,2,0.2857,1138.86,1054.0,0.698,872.9,1,0.1428571428571428,1,2,1.0,0.2857142857142857,False,2.0648,6110,0.294971428571428,0.337937806873976,1058.017769051776,2025-03-31T13:30:20Z,2025-03-31T16:49:01Z,11921.0,198.6833333333333,0.0352319436288901,7972,False,7.972,11921.0,0.0352319436288901
S00451,U00398,coding_assistant,api,FR,EMEA,free,individual,5,2,0.4,1230.0,1163.0,0.715,1041.4,3,0.6,0,0,0.6666666666666666,0.6,False,1.01132,5207,0.202264,0.194223161129248,877.8269330306896,2025-04-25T15:22:18Z,2025-04-25T15:35:14Z,776.0,12.933333333333334,0.3865979381443299,6150,False,6.15,776.0,0.3865979381443299
S00452,U00396,customer_support,web_app,US,AMER,enterprise,enterprise_team,4,1,0.25,1015.0,1114.5,0.786,1055.0,0,0.0,1,1,1.3333333333333333,0.75,False,0.67096,4220,0.16774,0.158995260663504,1206.672190743462,2025-04-24T21:05:49Z,2025-04-24T21:08:58Z,189.0,3.15,1.2698412698412698,4060,False,4.06,189.0,1.2698412698412698
S00453,U00369,data_analysis,web_app,AE,EMEA,enterprise,team,3,1,0.3333,1323.33,1093.0,0.776,1276.0,2,0.6666666666666666,1,1,-1.0,0.3333333333333333,True,0.48952,3828,0.163173333333332,0.127878787878784,1059.7817656625618,2025-03-18T08:44:34Z,2025-03-18T09:02:35Z,1081.0,18.016666666666666,0.1665124884366327,3970,False,3.97,1081.0,0.1665124884366327
S00454,U00037,customer_support,api,FR,EMEA,enterprise,enterprise_team,7,1,0.1429,1372.86,1415.0,0.724,1372.3,3,0.4285714285714285,1,1,1.5,0.5714285714285714,False,2.24024,9606,0.320034285714284,0.23321257547366,1086.9427824908266,2025-03-21T14:18:00Z,2025-03-21T17:21:55Z,11035.0,183.91666666666663,0.038060715903942,9610,False,9.61,11035.0,0.038060715903942
S00455,U00384,coding_assistant,web_app,US,AMER,free,team,4,2,0.5,1343.75,1405.5,0.675,530.8,2,0.5,1,1,2.0,0.25,True,0.41796,2123,0.10449,0.1968723504474759,517.419986414671,2025-03-22T14:32:12Z,2025-03-22T14:53:29Z,1277.0,21.28333333333333,0.1879404855129209,5375,False,5.375,1277.0,0.1879404855129209
S00456,U00036,coding_assistant,internal_tool,EG,EMEA,free,individual,6,3,0.5,1319.33,1154.5,0.674,980.0,1,0.1666666666666666,0,2,2.0,0.1666666666666666,True,0.987359999999996,5880,0.1645599999999999,0.167918367346936,945.5509069762304,2025-02-23T13:36:15Z,2025-02-23T16:24:22Z,10087.0,168.11666666666667,0.0356895013383563,7916,False,7.916,10087.0,0.0356895013383563
S00457,U00381,brainstorming,api,AE,EMEA,free,individual,8,1,0.125,1036.38,929.0,0.766,864.1,0,0.0,0,0,1.1428571428571428,0.875,False,0.94348,6913,0.117935,0.136479097352812,889.8682994935589,2025-03-04T10:41:16Z,2025-03-04T13:35:50Z,10474.0,174.56666666666666,0.0458277639870154,8291,False,8.291,10474.0,0.0458277639870154
S00458,U00050,coding_assistant,web_app,EG,EMEA,free,individual,1,1,1.0,1555.0,1555.0,0.513,1411.0,1,1.0,0,1,0.0,1.0,True,0.0846399999999999,1411,0.0846399999999999,0.05998582565556,907.395498392283,2025-02-16T08:15:00Z,2025-02-16T08:15:00Z,0.0,0.0,,1555,True,1.555,1.555,38.58520900321544
S00459,U00308,brainstorming,mobile_app,BR,AMER,pro,enterprise_team,6,1,0.1667,1492.5,1266.5,0.711,1393.5,0,0.0,0,0,0.6,0.8333333333333334,False,0.98164,8361,0.1636066666666639,0.117407008731012,1011.0048079496646,2025-02-26T15:31:05Z,2025-02-26T16:26:25Z,3320.0,55.333333333333336,0.108433734939759,8955,False,8.955,3320.0,0.108433734939759
S00460,U00325,customer_support,internal_tool,BR,AMER,enterprise,individual,5,1,0.2,1440.6,1442.0,0.762,1027.4,5,1.0,1,1,0.6666666666666666,0.6,False,0.45072,5137,0.090144,0.08773992602686,734.9076797686437,2025-03-27T16:28:21Z,2025-03-27T16:36:14Z,473.0,7.883333333333334,0.6342494714587738,7203,False,7.203,473.0,0.6342494714587738
S00461,U00056,internal_qa,web_app,US,AMER,free,team,2,0,0.0,1907.5,1907.5,0.887,577.0,0,0.0,0,0,,0.0,False,0.039,1154,0.0195,0.03379549393414,325.98500146983565,2025-03-11T15:36:42Z,2025-03-11T15:37:17Z,35.0,0.5833333333333334,3.4285714285714284,3815,False,3.815,35.0,3.4285714285714284
S00462,U00068,coding_assistant,web_app,CA,AMER,pro,individual,3,1,0.3333,1066.67,909.0,0.744,1290.0,1,0.3333333333333333,1,0,0.0,0.6666666666666666,False,0.98224,3870,0.327413333333332,0.253808785529712,1349.4499508300078,2025-03-03T16:06:29Z,2025-03-03T16:26:24Z,1195.0,19.916666666666668,0.1506276150627615,3200,False,3.2,1195.0,0.1506276150627615
S00463,U00143,internal_qa,internal_tool,EG,EMEA,free,team,8,2,0.25,937.5,892.5,0.721,1047.8,1,0.125,0,0,0.25,0.5,False,1.48884,8382,0.186105,0.17762347888332,1284.694693385479,2025-04-27T02:50:04Z,2025-04-27T04:59:35Z,7771.0,129.51666666666668,0.0617681122120705,7500,False,7.5,7771.0,0.0617681122120705
S00464,U00231,content_writing,web_app,EG,EMEA,free,team,1,0,0.0,725.0,725.0,0.802,581.0,0,0.0,0,0,,0.0,False,0.0116,581,0.0116,0.01996557659208,801.3793103448276,2025-04-30T09:01:09Z,2025-04-30T09:01:09Z,0.0,0.0,,725,True,0.725,0.725,82.75862068965517
S00465,U00164,data_analysis,api,IN,APAC,free,individual,5,2,0.4,1534.4,1076.0,0.816,996.0,4,0.8,2,1,0.5,0.8,True,1.0518,4980,0.21036,0.211204819277108,909.1231182494772,2025-02-20T09:29:18Z,2025-02-20T09:53:48Z,1470.0,24.5,0.2040816326530612,7672,False,7.672,1470.0,0.2040816326530612
S00466,U00412,coding_assistant,web_app,BR,AMER,pro,individual,6,2,0.3333,1415.67,1188.5,0.728,1498.3,3,0.5,1,2,-0.3333333333333333,0.5,False,1.7804,8990,0.296733333333332,0.198042269187984,1254.1759035981222,2025-04-28T14:18:39Z,2025-04-28T16:38:17Z,8378.0,139.63333333333333,0.0429696825017904,8494,False,8.494,8378.0,0.0429696825017904
S00467,U00016,coding_assistant,mobile_app,GB,EMEA,free,individual,4,2,0.5,1266.5,1246.5,0.695,686.2,1,0.25,1,2,-1.0,0.25,True,0.3851199999999999,2745,0.0962799999999999,0.14029872495446,592.6141968812261,2025-04-22T00:58:06Z,2025-04-22T01:02:43Z,277.0,4.616666666666666,0.8664259927797835,5066,False,5.066,277.0,0.8664259927797835
S00468,U00417,data_analysis,web_app,BR,AMER,pro,team,5,3,0.6,1584.8,1407.0,0.676,1511.6,3,0.6,1,0,-0.3333333333333333,0.6,False,0.67484,7558,0.134968,0.089288171473932,1294.4729895161397,2025-04-21T22:13:21Z,2025-04-21T22:27:28Z,847.0,14.116666666666667,0.3541912632821724,7924,False,7.924,847.0,0.3541912632821724
S00469,U00161,data_analysis,api,FR,EMEA,free,individual,6,2,0.3333,1173.67,1081.5,0.736,985.5,3,0.5,1,1,1.0,0.6666666666666666,False,0.46704,5913,0.07784,0.078985286656516,874.4786125765995,2025-04-07T10:51:11Z,2025-04-07T12:00:03Z,4132.0,68.86666666666666,0.0871248789932236,7042,False,7.042,4132.0,0.0871248789932236
S00470,U00167,data_analysis,slack,IN,APAC,free,team,8,3,0.375,1033.75,855.5,0.646,1232.9,3,0.375,3,1,0.2857142857142857,0.875,False,0.7525999999999999,9863,0.0940749999999999,0.076305383757476,1336.5545349801273,2025-04-16T08:01:27Z,2025-04-16T10:13:27Z,7920.0,132.0,0.0606060606060606,8270,False,8.27,7920.0,0.0606060606060606
S00471,U00276,coding_assistant,internal_tool,IN,APAC,free,team,2,0,0.0,1885.0,1885.0,0.725,756.5,1,0.5,0,0,2.0,0.5,False,0.6052,1513,0.3026,0.4,435.9050119657573,2025-02-24T01:39:42Z,2025-02-24T01:48:43Z,541.0,9.016666666666667,0.22181146025878,3770,False,3.77,541.0,0.22181146025878
S00472,U00258,coding_assistant,slack,GB,EMEA,free,team,4,2,0.5,1222.25,1131.5,0.77,1043.0,2,0.5,0,1,-1.0,0.5,True,1.04724,4172,0.26181,0.251016299137104,940.770814108743,2025-04-17T13:14:28Z,2025-04-17T13:20:11Z,343.0,5.716666666666667,0.6997084548104956,4889,False,4.889,343.0,0.6997084548104956
S00473,U00305,content_writing,web_app,GB,EMEA,pro,team,11,2,0.1818,1145.18,1242.0,0.726,1399.9,0,0.0,1,3,1.0,0.6363636363636364,False,1.72412,15399,0.15673818181818,0.1119631144879519,1335.0426440660249,2025-04-30T14:42:09Z,2025-04-30T15:32:01Z,2992.0,49.86666666666667,0.2205882352941176,12597,False,12.597,2992.0,0.2205882352941176
S00474,U00122,content_writing,mobile_app,IN,APAC,free,team,2,2,1.0,1594.0,1594.0,0.468,1221.0,1,0.5,0,0,0.0,0.5,True,0.30496,2442,0.15248,0.124881244881244,1037.8682795282302,2025-04-05T08:39:39Z,2025-04-05T08:56:26Z,1007.0,16.783333333333335,0.1191658391261171,3188,False,3.188,1007.0,0.1191658391261171
S00475,U00128,coding_assistant,api,DE,EMEA,free,individual,2,0,0.0,840.0,840.0,0.887,681.5,0,0.0,1,0,,0.0,False,0.32816,1363,0.16408,0.240763022743944,880.2058133237047,2025-04-01T04:14:06Z,2025-04-01T04:34:18Z,1212.0,20.2,0.099009900990099,1680,False,1.68,1212.0,0.099009900990099
S00476,U00434,customer_support,api,AE,EMEA,pro,team,8,2,0.25,1333.38,1118.0,0.685,1476.8,3,0.375,1,1,0.2857142857142857,0.875,False,3.39772,11814,0.424715,0.287601151176568,1710.8058982403825,2025-04-26T19:48:11Z,2025-04-26T20:45:51Z,3460.0,57.66666666666666,0.1387283236994219,10667,False,10.667,3460.0,0.1387283236994219
S00477,U00037,content_writing,slack,FR,EMEA,enterprise,enterprise_team,6,1,0.1667,1152.0,951.0,0.727,885.2,0,0.0,0,2,2.0,0.5,False,1.0861999999999998,5311,0.181033333333332,0.20451892299002,809.3500033268741,2025-02-20T17:26:29Z,2025-02-20T18:09:12Z,2563.0,42.71666666666667,0.1404603979711275,6912,False,6.912,2563.0,0.1404603979711275
S00478,U00332,customer_support,mobile_app,FR,EMEA,enterprise,individual,6,1,0.1667,1368.0,1296.5,0.766,1374.7,3,0.5,0,1,1.25,0.6666666666666666,False,1.4757600000000002,8248,0.24596,0.178923375363724,1028.769365011246,2025-03-24T10:26:24Z,2025-03-24T12:38:43Z,7939.0,132.31666666666666,0.0453457614309106,8208,False,8.208,7939.0,0.0453457614309106
S00479,U00158,coding_assistant,internal_tool,IN,APAC,free,individual,5,2,0.4,1385.8,1294.0,0.748,768.8,3,0.6,1,0,-0.3333333333333333,0.6,False,0.96612,3844,0.193224,0.251331945889696,637.8854194111304,2025-03-12T00:24:48Z,2025-03-12T00:50:58Z,1570.0,26.166666666666668,0.1910828025477706,6929,False,6.929,1570.0,0.1910828025477706
S00480,U00298,data_analysis,api,FR,EMEA,free,enterprise_team,7,2,0.2857,999.43,782.0,0.726,948.1,3,0.4285714285714285,0,1,-0.5,0.2857142857142857,False,0.94596,6637,0.13513714285714,0.142528250715684,1348.7317365697145,2025-04-01T08:26:58Z,2025-04-01T11:23:11Z,10573.0,176.21666666666667,0.0397238248368485,6996,False,6.996,10573.0,0.0397238248368485
S00481,U00206,content_writing,internal_tool,FR,EMEA,pro,individual,5,0,0.0,795.4,834.0,0.836,855.2,0,0.0,0,1,1.3333333333333333,0.6,False,0.54452,4276,0.108904,0.12734331150608,1282.3159919538602,2025-04-28T10:19:28Z,2025-04-28T10:24:32Z,304.0,5.066666666666666,0.986842105263158,3977,False,3.977,304.0,0.986842105263158
